Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,3,4,1900.0,1850,2123.0,2045,WN,205,N299WN,143.0,115.0,97.0,38.0,10.0,JAN,MDW,666,40.0,6.0,0,N,0,1.0,0.0,28.0,0.0,9.0
2008,1,3,4,948.0,925,959.0,940,WN,3430,N487WN,71.0,75.0,59.0,19.0,23.0,JAX,BHM,365,3.0,9.0,0,N,0,0.0,0.0,0.0,0.0,19.0
2008,1,3,4,646.0,620,725.0,655,WN,1580,N243WN,99.0,95.0,77.0,30.0,26.0,JAX,BNA,484,6.0,16.0,0,N,0,26.0,0.0,4.0,0.0,0.0
2008,1,3,4,1110.0,1040,1136.0,1110,WN,2195,N479WN,86.0,90.0,72.0,26.0,30.0,JAX,BNA,484,5.0,9.0,0,N,0,0.0,0.0,0.0,10.0,16.0
2008,1,3,4,1813.0,1735,1936.0,1905,WN,54,N643SW,143.0,150.0,125.0,31.0,38.0,JAX,HOU,816,6.0,12.0,0,N,0,11.0,0.0,0.0,0.0,20.0
2008,1,3,4,1734.0,1650,1941.0,1905,WN,23,N521SW,127.0,135.0,113.0,36.0,44.0,JAX,PHL,742,4.0,10.0,0,N,0,3.0,0.0,0.0,0.0,33.0
2008,1,3,4,958.0,900,1052.0,950,WN,1574,N791SW,54.0,50.0,36.0,62.0,58.0,JAX,TPA,180,4.0,14.0,0,N,0,0.0,0.0,4.0,0.0,58.0
2008,1,3,4,1538.0,1445,1753.0,1710,WN,500,N799SW,75.0,85.0,60.0,43.0,53.0,LAS,ABQ,487,4.0,11.0,0,N,0,15.0,0.0,0.0,0.0,28.0
2008,1,3,4,2248.0,2125,102.0,2345,WN,890,N618WN,74.0,80.0,60.0,77.0,83.0,LAS,ABQ,487,4.0,10.0,0,N,0,7.0,0.0,0.0,0.0,70.0
2008,1,3,4,1327.0,1230,1550.0,1500,WN,1171,N682SW,83.0,90.0,65.0,50.0,57.0,LAS,ABQ,487,3.0,15.0,0,N,0,50.0,0.0,0.0,0.0,0.0
2008,1,3,4,1832.0,1655,148.0,30,WN,302,N473WN,256.0,275.0,243.0,78.0,97.0,LAS,ALB,2237,3.0,10.0,0,N,0,8.0,0.0,0.0,0.0,70.0
2008,1,3,4,1229.0,1155,1633.0,1555,WN,1079,N351SW,124.0,120.0,91.0,38.0,34.0,LAS,AMA,758,5.0,28.0,0,N,0,3.0,0.0,4.0,0.0,31.0
2008,1,3,4,2118.0,2015,144.0,50,WN,2021,N499WN,146.0,155.0,127.0,54.0,63.0,LAS,AUS,1090,5.0,14.0,0,N,0,23.0,0.0,0.0,0.0,31.0
2008,1,3,4,1739.0,1640,114.0,25,WN,1018,N245WN,275.0,285.0,253.0,49.0,59.0,LAS,BDL,2298,9.0,13.0,0,N,0,19.0,0.0,0.0,0.0,30.0
2008,1,3,4,1325.0,1240,1841.0,1810,WN,419,N275WN,196.0,210.0,178.0,31.0,45.0,LAS,BNA,1588,6.0,12.0,0,N,0,2.0,0.0,0.0,0.0,29.0
2008,1,3,4,1506.0,1440,2030.0,2010,WN,2032,N271WN,204.0,210.0,183.0,20.0,26.0,LAS,BNA,1588,6.0,15.0,0,N,0,18.0,0.0,0.0,0.0,2.0
2008,1,3,4,2039.0,1930,155.0,55,WN,3940,N434WN,196.0,205.0,177.0,60.0,69.0,LAS,BNA,1588,5.0,14.0,0,N,0,0.0,0.0,22.0,0.0,38.0
2008,1,3,4,1611.0,1535,1849.0,1825,WN,538,N619SW,98.0,110.0,73.0,24.0,36.0,LAS,BOI,520,3.0,22.0,0,N,0,9.0,0.0,0.0,0.0,15.0
2008,1,3,4,1824.0,1715,117.0,25,WN,2383,N290WN,233.0,250.0,221.0,52.0,69.0,LAS,BUF,1987,2.0,10.0,0,N,0,48.0,0.0,0.0,0.0,4.0
2008,1,3,4,2118.0,2015,2224.0,2115,WN,219,N383SW,66.0,60.0,46.0,69.0,63.0,LAS,BUR,223,3.0,17.0,0,N,0,17.0,0.0,6.0,0.0,46.0
2008,1,3,4,1818.0,1740,1916.0,1840,WN,391,N608SW,58.0,60.0,46.0,36.0,38.0,LAS,BUR,223,2.0,10.0,0,N,0,20.0,0.0,0.0,0.0,16.0
2008,1,3,4,2146.0,2055,2250.0,2155,WN,815,N626SW,64.0,60.0,48.0,55.0,51.0,LAS,BUR,223,3.0,13.0,0,N,0,4.0,0.0,4.0,0.0,47.0
2008,1,3,4,2241.0,1910,2340.0,2010,WN,1072,N369SW,59.0,60.0,43.0,210.0,211.0,LAS,BUR,223,3.0,13.0,0,N,0,114.0,0.0,0.0,0.0,96.0
2008,1,3,4,1726.0,1630,1832.0,1740,WN,2284,N409WN,66.0,70.0,46.0,52.0,56.0,LAS,BUR,223,2.0,18.0,0,N,0,1.0,0.0,0.0,0.0,51.0
2008,1,3,4,1229.0,1220,1342.0,1325,WN,2874,N695SW,73.0,65.0,47.0,17.0,9.0,LAS,BUR,223,2.0,24.0,0,N,0,9.0,0.0,8.0,0.0,0.0
2008,1,3,4,908.0,845,1628.0,1610,WN,1774,N220WN,260.0,265.0,244.0,18.0,23.0,LAS,BWI,2106,6.0,10.0,0,N,0,18.0,0.0,0.0,0.0,0.0
2008,1,3,4,1817.0,1730,122.0,50,WN,2632,N784SW,245.0,260.0,230.0,32.0,47.0,LAS,BWI,2106,5.0,10.0,0,N,0,7.0,0.0,0.0,0.0,25.0
2008,1,3,4,1849.0,1740,121.0,30,WN,564,N455WN,212.0,230.0,195.0,51.0,69.0,LAS,CMH,1772,2.0,15.0,0,N,0,10.0,0.0,0.0,0.0,41.0
2008,1,3,4,1210.0,1200,1905.0,1850,WN,991,N297WN,235.0,230.0,201.0,15.0,10.0,LAS,CMH,1772,6.0,28.0,0,N,0,10.0,0.0,5.0,0.0,0.0
2008,1,3,4,2232.0,2115,108.0,5,WN,632,N203WN,96.0,110.0,77.0,63.0,77.0,LAS,DEN,629,6.0,13.0,0,N,0,0.0,0.0,7.0,0.0,56.0
2008,1,3,4,1512.0,1315,1802.0,1610,WN,706,N491WN,110.0,115.0,88.0,112.0,117.0,LAS,DEN,629,8.0,14.0,0,N,0,0.0,0.0,0.0,0.0,112.0
2008,1,3,4,2025.0,1955,2301.0,2245,WN,908,N480WN,96.0,110.0,78.0,16.0,30.0,LAS,DEN,629,6.0,12.0,0,N,0,7.0,0.0,0.0,0.0,9.0
2008,1,3,4,1627.0,1600,1916.0,1900,WN,2907,N647SW,109.0,120.0,80.0,16.0,27.0,LAS,DEN,629,8.0,21.0,0,N,0,2.0,0.0,0.0,0.0,14.0
2008,1,3,4,1745.0,1710,2017.0,1945,WN,2192,N313SW,92.0,95.0,78.0,32.0,35.0,LAS,ELP,584,2.0,12.0,0,N,0,10.0,0.0,0.0,0.0,22.0
2008,1,3,4,1725.0,1620,1940.0,1850,WN,2803,N660SW,135.0,150.0,116.0,50.0,65.0,LAS,GEG,806,4.0,15.0,0,N,0,50.0,0.0,0.0,0.0,0.0
2008,1,3,4,1824.0,1735,2303.0,2230,WN,719,N414WN,159.0,175.0,143.0,33.0,49.0,LAS,HOU,1235,3.0,13.0,0,N,0,12.0,0.0,0.0,0.0,21.0
2008,1,3,4,2051.0,2010,134.0,55,WN,3746,N321SW,163.0,165.0,150.0,39.0,41.0,LAS,HOU,1235,4.0,9.0,0,N,0,17.0,0.0,0.0,0.0,22.0
2008,1,3,4,1555.0,1525,2307.0,2245,WN,1027,N230WN,252.0,260.0,232.0,22.0,30.0,LAS,IAD,2066,7.0,13.0,0,N,0,6.0,0.0,0.0,0.0,16.0
2008,1,3,4,2255.0,1820,509.0,55,WN,1924,N761RR,194.0,215.0,176.0,254.0,275.0,LAS,IND,1591,9.0,9.0,0,N,0,0.0,0.0,0.0,8.0,246.0
2008,1,3,4,1129.0,1050,1757.0,1725,WN,3920,N464WN,208.0,215.0,179.0,32.0,39.0,LAS,IND,1591,8.0,21.0,0,N,0,32.0,0.0,0.0,0.0,0.0
2008,1,3,4,1602.0,1510,2357.0,2255,WN,3144,N272WN,295.0,285.0,269.0,62.0,52.0,LAS,ISP,2283,4.0,22.0,0,N,0,13.0,0.0,10.0,0.0,39.0
2008,1,3,4,1738.0,1715,1838.0,1820,WN,82,N499WN,60.0,65.0,42.0,18.0,23.0,LAS,LAX,236,6.0,12.0,0,N,0,0.0,0.0,0.0,12.0,6.0
2008,1,3,4,1851.0,1825,2004.0,1930,WN,317,N335SW,73.0,65.0,41.0,34.0,26.0,LAS,LAX,236,16.0,16.0,0,N,0,18.0,0.0,8.0,0.0,8.0
2008,1,3,4,701.0,645,802.0,745,WN,337,N488WN,61.0,60.0,42.0,17.0,16.0,LAS,LAX,236,7.0,12.0,0,N,0,16.0,0.0,1.0,0.0,0.0
2008,1,3,4,1556.0,1455,1704.0,1600,WN,354,N496WN,68.0,65.0,41.0,64.0,61.0,LAS,LAX,236,9.0,18.0,0,N,0,61.0,0.0,3.0,0.0,0.0
2008,1,3,4,1540.0,1525,1648.0,1630,WN,1061,N422WN,68.0,65.0,47.0,18.0,15.0,LAS,LAX,236,5.0,16.0,0,N,0,10.0,0.0,3.0,0.0,5.0
2008,1,3,4,1228.0,1200,1340.0,1310,WN,1928,N792SW,72.0,70.0,43.0,30.0,28.0,LAS,LAX,236,7.0,22.0,0,N,0,0.0,0.0,2.0,0.0,28.0
2008,1,3,4,2047.0,2005,2209.0,2115,WN,2367,N352SW,82.0,70.0,45.0,54.0,42.0,LAS,LAX,236,7.0,30.0,0,N,0,15.0,0.0,12.0,0.0,27.0
2008,1,3,4,2158.0,2120,2303.0,2225,WN,2896,N335SW,65.0,65.0,44.0,38.0,38.0,LAS,LAX,236,11.0,10.0,0,N,0,13.0,0.0,0.0,0.0,25.0
2008,1,3,4,1147.0,1100,1541.0,1500,WN,2382,N404WN,114.0,120.0,90.0,41.0,47.0,LAS,LBB,775,4.0,20.0,0,N,0,25.0,0.0,0.0,0.0,16.0
2008,1,3,4,1140.0,1110,1537.0,1510,WN,43,N617SW,117.0,120.0,95.0,27.0,30.0,LAS,MAF,796,2.0,20.0,0,N,0,27.0,0.0,0.0,0.0,0.0
2008,1,3,4,1226.0,1210,1721.0,1700,WN,213,N302SW,175.0,170.0,139.0,21.0,16.0,LAS,MCI,1140,4.0,32.0,0,N,0,1.0,0.0,5.0,0.0,15.0
2008,1,3,4,2118.0,2005,154.0,50,WN,411,N763SW,156.0,165.0,131.0,64.0,73.0,LAS,MCI,1140,7.0,18.0,0,N,0,14.0,0.0,0.0,0.0,50.0
2008,1,3,4,2003.0,1905,26.0,2350,WN,1004,N676SW,143.0,165.0,130.0,36.0,58.0,LAS,MCI,1140,5.0,8.0,0,N,0,4.0,0.0,0.0,0.0,32.0
2008,1,3,4,1622.0,1510,2059.0,2000,WN,1405,N775SW,157.0,170.0,130.0,59.0,72.0,LAS,MCI,1140,4.0,23.0,0,N,0,59.0,0.0,0.0,0.0,0.0
2008,1,3,4,1506.0,1500,2122.0,2030,WN,74,N764SW,256.0,210.0,177.0,52.0,6.0,LAS,MDW,1521,62.0,17.0,0,N,0,6.0,0.0,46.0,0.0,0.0
2008,1,3,4,1211.0,1145,1750.0,1720,WN,693,N232WN,219.0,215.0,175.0,30.0,26.0,LAS,MDW,1521,23.0,21.0,0,N,0,0.0,0.0,4.0,0.0,26.0
2008,1,3,4,1919.0,1845,31.0,5,WN,2025,N740SW,192.0,200.0,171.0,26.0,34.0,LAS,MDW,1521,8.0,13.0,0,N,0,4.0,0.0,0.0,0.0,22.0
2008,1,3,4,1945.0,1815,52.0,2335,WN,2450,N405WN,187.0,200.0,168.0,77.0,90.0,LAS,MDW,1521,8.0,11.0,0,N,0,13.0,0.0,0.0,0.0,64.0
2008,1,3,4,2057.0,1930,202.0,50,WN,2794,N468WN,185.0,200.0,171.0,72.0,87.0,LAS,MDW,1521,7.0,7.0,0,N,0,60.0,0.0,0.0,0.0,12.0
2008,1,3,4,1354.0,1310,1907.0,1845,WN,3232,N201LV,193.0,215.0,177.0,22.0,44.0,LAS,MDW,1521,6.0,10.0,0,N,0,4.0,0.0,0.0,0.0,18.0
2008,1,3,4,1903.0,1825,5.0,2340,WN,3327,N282WN,182.0,195.0,166.0,25.0,38.0,LAS,MSY,1501,4.0,12.0,0,N,0,3.0,0.0,0.0,0.0,22.0
2008,1,3,4,1944.0,1740,2110.0,1915,WN,223,N223WN,86.0,95.0,72.0,115.0,124.0,LAS,OAK,407,5.0,9.0,0,N,0,21.0,0.0,0.0,0.0,94.0
2008,1,3,4,1251.0,1205,1425.0,1345,WN,237,N281WN,94.0,100.0,76.0,40.0,46.0,LAS,OAK,407,3.0,15.0,0,N,0,2.0,0.0,0.0,0.0,38.0
2008,1,3,4,1548.0,1505,1728.0,1635,WN,280,N460WN,100.0,90.0,78.0,53.0,43.0,LAS,OAK,407,4.0,18.0,0,N,0,14.0,0.0,10.0,0.0,29.0
2008,1,3,4,2216.0,2125,2348.0,2255,WN,900,N679AA,92.0,90.0,78.0,53.0,51.0,LAS,OAK,407,4.0,10.0,0,N,0,11.0,0.0,2.0,0.0,40.0
2008,1,3,4,2010.0,1900,2203.0,2030,WN,962,N378SW,113.0,90.0,77.0,93.0,70.0,LAS,OAK,407,28.0,8.0,0,N,0,45.0,0.0,23.0,0.0,25.0
2008,1,3,4,2035.0,2020,2209.0,2150,WN,3135,N695SW,94.0,90.0,81.0,19.0,15.0,LAS,OAK,407,3.0,10.0,0,N,0,15.0,0.0,4.0,0.0,0.0
2008,1,3,4,1435.0,1315,1859.0,1755,WN,479,N622SW,144.0,160.0,132.0,64.0,80.0,LAS,OMA,1099,3.0,9.0,0,N,0,38.0,0.0,0.0,0.0,26.0
2008,1,3,4,2049.0,1920,106.0,2355,WN,875,N217JC,137.0,155.0,125.0,71.0,89.0,LAS,OMA,1099,2.0,10.0,0,N,0,32.0,0.0,0.0,0.0,39.0
2008,1,3,4,2015.0,1945,2101.0,2040,WN,725,N259WN,46.0,55.0,34.0,21.0,30.0,LAS,ONT,197,4.0,8.0,0,N,0,3.0,0.0,0.0,0.0,18.0
2008,1,3,4,1102.0,1030,1152.0,1125,WN,906,N301SW,50.0,55.0,36.0,27.0,32.0,LAS,ONT,197,3.0,11.0,0,N,0,27.0,0.0,0.0,0.0,0.0
2008,1,3,4,2218.0,2120,2308.0,2210,WN,1493,N356SW,50.0,50.0,36.0,58.0,58.0,LAS,ONT,197,5.0,9.0,0,N,0,0.0,0.0,20.0,0.0,38.0
2008,1,3,4,1230.0,1215,1331.0,1310,WN,2018,N313SW,61.0,55.0,36.0,21.0,15.0,LAS,ONT,197,4.0,21.0,0,N,0,0.0,0.0,6.0,0.0,15.0
2008,1,3,4,1838.0,1800,1930.0,1855,WN,2730,N273WN,52.0,55.0,32.0,35.0,38.0,LAS,ONT,197,3.0,17.0,0,N,0,0.0,0.0,0.0,0.0,35.0
2008,1,3,4,1358.0,1330,1449.0,1425,WN,3070,N660SW,51.0,55.0,37.0,24.0,28.0,LAS,ONT,197,4.0,10.0,0,N,0,4.0,0.0,0.0,0.0,20.0
2008,1,3,4,1757.0,1655,108.0,25,WN,156,N466WN,251.0,270.0,237.0,43.0,62.0,LAS,ORF,2155,4.0,10.0,0,N,0,13.0,0.0,0.0,0.0,30.0
2008,1,3,4,1328.0,1255,1549.0,1520,WN,2354,N258WN,141.0,145.0,106.0,29.0,33.0,LAS,PDX,762,22.0,13.0,0,N,0,24.0,0.0,0.0,0.0,5.0
2008,1,3,4,2134.0,2040,2343.0,2300,WN,2550,N608SW,129.0,140.0,112.0,43.0,54.0,LAS,PDX,762,3.0,14.0,0,N,0,12.0,0.0,0.0,0.0,31.0
2008,1,3,4,1127.0,1045,1856.0,1835,WN,1285,N435WN,269.0,290.0,245.0,21.0,42.0,LAS,PHL,2176,5.0,19.0,0,N,0,18.0,0.0,0.0,0.0,3.0
2008,1,3,4,712.0,705,932.0,915,WN,243,N228WN,80.0,70.0,49.0,17.0,7.0,LAS,PHX,256,7.0,24.0,0,N,0,0.0,0.0,10.0,0.0,7.0
2008,1,3,4,1807.0,1740,2011.0,1950,WN,559,N603SW,64.0,70.0,49.0,21.0,27.0,LAS,PHX,256,5.0,10.0,0,N,0,2.0,0.0,0.0,0.0,19.0
2008,1,3,4,1712.0,1545,1914.0,1750,WN,668,N221WN,62.0,65.0,48.0,84.0,87.0,LAS,PHX,256,4.0,10.0,0,N,0,6.0,0.0,0.0,0.0,78.0
2008,1,3,4,1134.0,1110,1343.0,1315,WN,781,N378SW,69.0,65.0,46.0,28.0,24.0,LAS,PHX,256,8.0,15.0,0,N,0,9.0,0.0,4.0,0.0,15.0
2008,1,3,4,2156.0,2110,2353.0,2310,WN,1403,N258WN,57.0,60.0,43.0,43.0,46.0,LAS,PHX,256,5.0,9.0,0,N,0,2.0,0.0,0.0,0.0,41.0
2008,1,3,4,2140.0,2040,2334.0,2240,WN,1682,N281WN,54.0,60.0,40.0,54.0,60.0,LAS,PHX,256,3.0,11.0,0,N,0,2.0,0.0,0.0,0.0,52.0
2008,1,3,4,1521.0,1450,1725.0,1655,WN,2726,N777QC,64.0,65.0,46.0,30.0,31.0,LAS,PHX,256,5.0,13.0,0,N,0,16.0,0.0,0.0,0.0,14.0
2008,1,3,4,2100.0,1945,2255.0,2150,WN,2991,N752SW,55.0,65.0,43.0,65.0,75.0,LAS,PHX,256,4.0,8.0,0,N,0,48.0,0.0,0.0,0.0,17.0
2008,1,3,4,1657.0,1630,1905.0,1845,WN,3517,N487WN,68.0,75.0,49.0,20.0,27.0,LAS,PHX,256,5.0,14.0,0,N,0,2.0,0.0,0.0,0.0,18.0
2008,1,3,4,1825.0,1745,114.0,50,WN,512,N794SW,229.0,245.0,210.0,24.0,40.0,LAS,PIT,1910,6.0,13.0,0,N,0,10.0,0.0,0.0,0.0,14.0
2008,1,3,4,1630.0,1600,23.0,2350,WN,416,N401WN,293.0,290.0,266.0,33.0,30.0,LAS,PVD,2363,4.0,23.0,0,N,0,6.0,0.0,3.0,0.0,24.0
2008,1,3,4,1824.0,1725,121.0,45,WN,1509,N403WN,237.0,260.0,222.0,36.0,59.0,LAS,RDU,2027,2.0,13.0,0,N,0,27.0,0.0,0.0,0.0,9.0
2008,1,3,4,1716.0,1630,1830.0,1755,WN,239,N267WN,74.0,85.0,60.0,35.0,46.0,LAS,RNO,345,4.0,10.0,0,N,0,11.0,0.0,0.0,0.0,24.0
2008,1,3,4,1928.0,1855,2034.0,2015,WN,298,N450WN,66.0,80.0,54.0,19.0,33.0,LAS,RNO,345,4.0,8.0,0,N,0,9.0,0.0,0.0,0.0,10.0
2008,1,3,4,1741.0,1730,1905.0,1850,WN,675,N286WN,84.0,80.0,57.0,15.0,11.0,LAS,RNO,345,14.0,13.0,0,N,0,0.0,0.0,4.0,0.0,11.0
2008,1,3,4,1609.0,1540,1732.0,1700,WN,709,N428WN,83.0,80.0,55.0,32.0,29.0,LAS,RNO,345,7.0,21.0,0,N,0,26.0,0.0,3.0,0.0,3.0
2008,1,3,4,913.0,840,1029.0,955,WN,891,N400WN,76.0,75.0,61.0,34.0,33.0,LAS,RNO,345,3.0,12.0,0,N,0,8.0,0.0,1.0,0.0,25.0
2008,1,3,4,2215.0,2200,2334.0,2315,WN,1341,N442WN,79.0,75.0,57.0,19.0,15.0,LAS,RNO,345,4.0,18.0,0,N,0,6.0,0.0,4.0,0.0,9.0
2008,1,3,4,2137.0,2040,2251.0,2155,WN,2273,N286WN,74.0,75.0,56.0,56.0,57.0,LAS,RNO,345,4.0,14.0,0,N,0,0.0,0.0,0.0,0.0,56.0
2008,1,3,4,1100.0,1020,1210.0,1145,WN,2719,N466WN,70.0,85.0,54.0,25.0,40.0,LAS,RNO,345,4.0,12.0,0,N,0,0.0,0.0,1.0,0.0,24.0
2008,1,3,4,1313.0,1255,1437.0,1415,WN,3430,N487WN,84.0,80.0,57.0,22.0,18.0,LAS,RNO,345,4.0,23.0,0,N,0,8.0,0.0,4.0,0.0,10.0
2008,1,3,4,1415.0,1350,1527.0,1510,WN,3835,N610WN,72.0,80.0,56.0,17.0,25.0,LAS,RNO,345,4.0,12.0,0,N,0,9.0,0.0,0.0,0.0,8.0
2008,1,3,4,1348.0,1330,1455.0,1435,WN,341,N315SW,67.0,65.0,51.0,20.0,18.0,LAS,SAN,258,2.0,14.0,0,N,0,8.0,0.0,2.0,0.0,10.0
2008,1,3,4,2140.0,2050,2240.0,2150,WN,708,N692SW,60.0,60.0,45.0,50.0,50.0,LAS,SAN,258,3.0,12.0,0,N,0,21.0,0.0,0.0,0.0,29.0
2008,1,3,4,1643.0,1625,1751.0,1735,WN,715,N902WN,68.0,70.0,46.0,16.0,18.0,LAS,SAN,258,4.0,18.0,0,N,0,4.0,0.0,0.0,0.0,12.0
2008,1,3,4,1839.0,1740,1945.0,1840,WN,2186,N692SW,66.0,60.0,44.0,65.0,59.0,LAS,SAN,258,4.0,18.0,0,N,0,5.0,0.0,6.0,0.0,54.0
2008,1,3,4,2207.0,2125,2307.0,2225,WN,2211,N646SW,60.0,60.0,49.0,42.0,42.0,LAS,SAN,258,3.0,8.0,0,N,0,17.0,0.0,0.0,0.0,25.0
2008,1,3,4,1503.0,1425,1604.0,1530,WN,2357,N414WN,61.0,65.0,48.0,34.0,38.0,LAS,SAN,258,3.0,10.0,0,N,0,9.0,0.0,0.0,0.0,25.0
2008,1,3,4,1613.0,1515,1727.0,1615,WN,2363,N405WN,74.0,60.0,47.0,72.0,58.0,LAS,SAN,258,3.0,24.0,0,N,0,0.0,0.0,19.0,0.0,53.0
2008,1,3,4,2248.0,2155,2346.0,2255,WN,2449,N454WN,58.0,60.0,45.0,51.0,53.0,LAS,SAN,258,3.0,10.0,0,N,0,12.0,0.0,0.0,0.0,39.0
2008,1,3,4,2022.0,1935,36.0,5,WN,802,N902WN,134.0,150.0,122.0,31.0,47.0,LAS,SAT,1069,2.0,10.0,0,N,0,23.0,0.0,0.0,0.0,8.0
2008,1,3,4,1831.0,1810,110.0,45,WN,495,N768SW,219.0,215.0,192.0,25.0,21.0,LAS,SDF,1624,9.0,18.0,0,N,0,18.0,0.0,4.0,0.0,3.0
2008,1,3,4,1426.0,1355,1605.0,1530,WN,488,N615SW,99.0,95.0,75.0,35.0,31.0,LAS,SFO,414,3.0,21.0,0,N,0,0.0,0.0,22.0,0.0,13.0
2008,1,3,4,1009.0,910,1148.0,1045,WN,619,N491WN,99.0,95.0,76.0,63.0,59.0,LAS,SFO,414,3.0,20.0,0,N,0,0.0,0.0,54.0,0.0,9.0
2008,1,3,4,2021.0,1700,2303.0,1835,WN,2005,N302SW,162.0,95.0,73.0,268.0,201.0,LAS,SFO,414,4.0,85.0,0,N,0,192.0,0.0,67.0,0.0,9.0
2008,1,3,4,2025.0,1905,2208.0,2040,WN,2788,N602SW,103.0,95.0,88.0,88.0,80.0,LAS,SFO,414,4.0,11.0,0,N,0,0.0,0.0,63.0,0.0,25.0
2008,1,3,4,2301.0,2105,59.0,2240,WN,3061,N447WN,118.0,95.0,98.0,139.0,116.0,LAS,SFO,414,4.0,16.0,0,N,0,0.0,0.0,131.0,0.0,8.0
2008,1,3,4,1518.0,1215,1646.0,1350,WN,3575,N492WN,88.0,95.0,72.0,176.0,183.0,LAS,SFO,414,4.0,12.0,0,N,0,0.0,0.0,176.0,0.0,0.0
2008,1,3,4,1307.0,1235,1432.0,1400,WN,12,N361SW,85.0,85.0,71.0,32.0,32.0,LAS,SJC,386,4.0,10.0,0,N,0,4.0,0.0,0.0,0.0,28.0
2008,1,3,4,2017.0,1945,2144.0,2105,WN,400,N429WN,87.0,80.0,70.0,39.0,32.0,LAS,SJC,386,4.0,13.0,0,N,0,2.0,0.0,7.0,0.0,30.0
2008,1,3,4,2114.0,2040,2241.0,2200,WN,774,N437WN,87.0,80.0,69.0,41.0,34.0,LAS,SJC,386,8.0,10.0,0,N,0,34.0,0.0,7.0,0.0,0.0
2008,1,3,4,1605.0,1520,1739.0,1645,WN,783,N306SW,94.0,85.0,68.0,54.0,45.0,LAS,SJC,386,5.0,21.0,0,N,0,10.0,0.0,9.0,0.0,35.0
